sclaim_number,sjob_no,dtpaid,cpaid_parts,cpaid_labor,cpaid_sublet,cpaid_other,cpaid_deductible,cclaim_taxes,claim_total,spayee_state,dtclaim_paid_date,Cause_of_Loss,Loss_Code,Claim_State,Coverage_Type,Date_Claim_is_Reported,Date_of_Loss,Make,Mileage_At_Claim,Model,Model_Year,Repair_Description
C000016858      ,A01 ,7/30/2021 0:00,90,402.5,0,0,-200,0,$292.50 ,OR,7/30/2021 0:00,boost pressure and fuel pressure issues. boost muffler leaking,FUEX    ,OR,FUEX    ,7/22/2021,7/21/2021,MERCEDES-BENZ,32438,METRIS,2016,X-Misc Non-Excluded Fuel Components                         
C000016050      ,A01 ,6/25/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,6/25/2021 0:00,"Tech verified concerns noise to both front struts, 
Tech duplicated noise the lower window seal is driver on the driver door",SUEX01A ,OR,SUEX01A ,6/10/2021,6/3/2021,MERCEDES-BENZ,43116,GLE 350 4MATIC,2016,Strut(s)                                                    
C000016050      ,A01 ,8/26/2021 0:00,390,686.83,0,0,0,0,"$1,076.83 ",OR,8/26/2021 0:00,"Tech verified concerns noise to both front struts, 
Tech duplicated noise the lower window seal is driver on the driver door",SUEX01A ,OR,SUEX01A ,6/10/2021,6/3/2021,MERCEDES-BENZ,43116,GLE 350 4MATIC,2016,Strut(s)                                                    
C000014138      ,A01 ,12/13/2021 0:00,372,100,0,0,-100,0,$372.00 ,OR,12/13/2021 0:00,verified hatch is not latching or unlatching,EL021M  ,OR,EL021M  ,2/22/2021,2/22/2021,MERCEDES-BENZ,64626,ML,2009,Power Door Lock Actuator(s)                                 
C000016003      ,A01 ,6/21/2021 0:00,145,380,0,0,-50,0,$475.00 ,OR,6/21/2021 0:00,parking brake is binding internally.,BREX05  ,OR,BREX05  ,6/8/2021,6/8/2021,MERCEDES-BENZ,35521,E 350 4MATIC,2013,Park Brake Linkage                                          
C000019171      ,A01 ,12/1/2021 0:00,141.5,241.5,0,0,0,0,$383.00 ,OR,12/1/2021 0:00,the door latch has failed,EL021M  ,OR,EL021M  ,11/17/2021,11/15/2021,MERCEDES-BENZ,39029,SPRINTER,2019,Power Door Lock Actuator(s)                                 
C000014462      ,A01 ,6/18/2021 0:00,922,568.32,0,0,-50,0,"$1,440.32 ",OR,6/18/2021 0:00,"passenger front strut is bad. internal failure no leaks.
front brakes are worn",SUEX01A ,OR,SUEX01A ,3/11/2021,3/10/2021,MERCEDES-BENZ,103376,GL 450 4MATIC,2014,Strut(s)                                                    
C000015973      ,A01 ,6/10/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,6/10/2021 0:00,"codes in system low boost pressure
waste grates are leaking causing boost leak
6/14 - have engine out and found actuator shaft on the left side turbo has just as much play as the right side.  need to add left turbo",FUTC1   ,OR,FUTC1   ,6/7/2021,6/4/2021,MERCEDES-BENZ,104455,GL 450 4MATIC,2014,Turbocharger                                                
C000015973      ,A01 ,6/14/2021 15:03,0,0,0,-95,0,0,($95.00),TX,6/10/2021 0:00,"codes in system low boost pressure
waste grates are leaking causing boost leak
6/14 - have engine out and found actuator shaft on the left side turbo has just as much play as the right side.  need to add left turbo",FUTC1   ,OR,FUTC1   ,6/7/2021,6/4/2021,MERCEDES-BENZ,104455,GL 450 4MATIC,2014,Turbocharger                                                
C000015973      ,A01 ,6/23/2021 0:00,5258.6,2503.68,0,0,-50,0,"$7,712.28 ",OR,6/23/2021 0:00,"codes in system low boost pressure
waste grates are leaking causing boost leak
6/14 - have engine out and found actuator shaft on the left side turbo has just as much play as the right side.  need to add left turbo",FUTC1   ,OR,FUTC1   ,6/7/2021,6/4/2021,MERCEDES-BENZ,104455,GL 450 4MATIC,2014,Turbocharger                                                
C000015973      ,A01 ,9/7/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/7/2021 0:00,"codes in system low boost pressure
waste grates are leaking causing boost leak
6/14 - have engine out and found actuator shaft on the left side turbo has just as much play as the right side.  need to add left turbo",FUTC1   ,OR,FUTC1   ,6/7/2021,6/4/2021,MERCEDES-BENZ,104455,GL 450 4MATIC,2014,Turbocharger                                                
C000020404      ,A01 ,2/3/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/3/2022 0:00,"1 Tech verified CH concerns. Vehicle is in need of an ISM gear selector is faulty and needs to be replaced 
no codes
2 found the steering column switch module is faulty, internal failure of electrical components
3 found code..... performed smoke test and isolated issue
1/24/2022- p045604 p044200 b178s00 p17qa12",IEEX    ,OR,IEEX    ,1/18/2022,1/4/2022,MERCEDES-BENZ,109139,GL 450 4MATIC,2014,X-Misc Non-Excluded Interior/Exterior Components            
C000020404      ,A01 ,2/4/2022 0:00,709.5,676.2,0,0,-50,0,"$1,335.70 ",OR,2/4/2022 0:00,"1 Tech verified CH concerns. Vehicle is in need of an ISM gear selector is faulty and needs to be replaced 
no codes
2 found the steering column switch module is faulty, internal failure of electrical components
3 found code..... performed smoke test and isolated issue
1/24/2022- p045604 p044200 b178s00 p17qa12",IEEX    ,OR,IEEX    ,1/18/2022,1/4/2022,MERCEDES-BENZ,109139,GL 450 4MATIC,2014,X-Misc Non-Excluded Interior/Exterior Components            
C000020404      ,A03 ,2/4/2022 0:00,20,161,0,0,0,0,$181.00 ,OR,2/4/2022 0:00,"1 Tech verified CH concerns. Vehicle is in need of an ISM gear selector is faulty and needs to be replaced 
no codes
2 found the steering column switch module is faulty, internal failure of electrical components
3 found code..... performed smoke test and isolated issue
1/24/2022- p045604 p044200 b178s00 p17qa12",FUEX    ,OR,FUEX    ,1/18/2022,1/4/2022,MERCEDES-BENZ,109139,GL 450 4MATIC,2014,X-Misc Non-Excluded Fuel Components                         
C000021521      ,A01 ,3/15/2022 0:00,792,840.01,0,0,-200,69.3,"$1,501.31 ",CA,3/15/2022 0:00,found both right doors actuators are failing.,EL021M  ,OR,EL021M  ,3/3/2022,3/3/2022,MERCEDES-BENZ,34441,S 550,2016,Power Door Lock Actuator(s)                                 
C000022407      ,A01 ,4/14/2022 0:00,171.61,346.32,0,0,-200,15.01,$332.94 ,CA,4/14/2022 0:00,Verified and found the coolant reservoir on the bottom seam,CO006   ,OR,CO006   ,4/6/2022,4/6/2022,MERCEDES-BENZ,34719,S 550,2016,Radiator                                                    
C000017671      ,A01 ,10/25/2021 0:00,420.5,215.04,0,0,0,0,$635.54 ,OR,10/25/2021 0:00,drive spindle for the rear hatch has failed,IEEX    ,OR,IEEX    ,9/1/2021,8/30/2021,MERCEDES-BENZ,30504,GLE 350 4MATIC,2016,X-Misc Non-Excluded Interior/Exterior Components            
C000015896      ,A01 ,6/8/2021 0:00,239.5,276.48,0,0,0,0,$515.98 ,OR,6/8/2021 0:00,serp belt tensioner has failed,CO004   ,OR,CO004   ,6/2/2021,5/28/2021,MERCEDES-BENZ,38216,ML 350 4MATIC,2013,Serpentine Belt Tensioner                                   
C000015004      ,A01 ,5/17/2021 0:00,0,0,0,240,0,0,$240.00 ,OR,5/17/2021 0:00,"no freon.  a/c discharge hose compressor to condenser leaking.
surge tank is cracked and water outlet leaking at fitting.
shift interlock is acting normal",ACEX05  ,OR,ACEX05  ,4/13/2021,4/13/2021,BUICK,63899,ENCORE PREMIUM,2014,A/C Lines/Hoses                                             
C000016421      ,A01 ,7/9/2021 0:00,48.2,333.5,0,0,-200,0,$181.70 ,OR,7/9/2021 0:00,"system low. found leaking Schrader valve
coolant fan is inop",ACEX    ,OR,ACEX    ,6/29/2021,6/29/2021,BUICK,65216,ENCORE PREMIUM,2014,X-Misc Non-Excluded A/C-Heater Components                   
C000016421      ,A02 ,7/9/2021 0:00,291.04,304.5,0,0,0,0,$595.54 ,OR,7/9/2021 0:00,"system low. found leaking Schrader valve
coolant fan is inop",CO003   ,OR,CO003   ,6/29/2021,6/29/2021,BUICK,65216,ENCORE PREMIUM,2014,Engine Cooling Fan Motor                                    
C000016622      ,A01 ,8/5/2021 0:00,1048.97,754,0,320,0,0,"$2,122.97 ",OR,8/5/2021 0:00,ac compressor failed. metal from compressor has gone through the system,AC001   ,OR,AC001   ,7/8/2021,7/7/2021,BUICK,65267,ENCORE PREMIUM,2014,Compressor                                                  
C000016622      ,A01 ,9/7/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/7/2021 0:00,ac compressor failed. metal from compressor has gone through the system,AC001   ,OR,AC001   ,7/8/2021,7/7/2021,BUICK,65267,ENCORE PREMIUM,2014,Compressor                                                  
C000014708      ,A01 ,6/18/2021 0:00,226.9,936.96,0,0,-150,0,"$1,013.86 ",OR,6/18/2021 0:00,"Tech duplicated concern large oil leak found from the both upper timing covers
found engine mounts leaking",ENSG03  ,OR,ENSG03  ,3/26/2021,3/25/2021,MERCEDES-BENZ,50717,E 63 AMG-S,2014,S&G - Lower Case Half Gasket/Seals                          
C000014708      ,A02 ,6/18/2021 0:00,569,1459.2,0,0,0,0,"$2,028.20 ",OR,6/18/2021 0:00,"Tech duplicated concern large oil leak found from the both upper timing covers
found engine mounts leaking",EN011   ,OR,EN011   ,3/26/2021,3/25/2021,MERCEDES-BENZ,50717,E 63 AMG-S,2014,Engine Mount(s)                                             
C000016953      ,A01 ,9/27/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/27/2021 0:00,"CEL thermostat is faulty and not opening Tech found codes p012800: ""The coolant temperature is below the coolant thermostat specified temperature""  
front cross struts are making noise ball joints are worn
8/24- left strut mount is very noisy 9-16 strut is not leaking, just making excessive noise",COEX01  ,OR,COEX01  ,7/27/2021,7/16/2021,MERCEDES-BENZ,51396,E 63 AMG-S,2014,Thermostat                                                  
C000016953      ,A01 ,11/29/2021 0:00,310.2,368.64,0,0,-150,0,$528.84 ,OR,11/29/2021 0:00,"CEL thermostat is faulty and not opening Tech found codes p012800: ""The coolant temperature is below the coolant thermostat specified temperature""  
front cross struts are making noise ball joints are worn
8/24- left strut mount is very noisy 9-16 strut is not leaking, just making excessive noise",COEX01  ,OR,COEX01  ,7/27/2021,7/16/2021,MERCEDES-BENZ,51396,E 63 AMG-S,2014,Thermostat                                                  
C000016953      ,A02 ,11/29/2021 0:00,596,430.08,0,0,0,0,"$1,026.08 ",OR,11/29/2021 0:00,"CEL thermostat is faulty and not opening Tech found codes p012800: ""The coolant temperature is below the coolant thermostat specified temperature""  
front cross struts are making noise ball joints are worn
8/24- left strut mount is very noisy 9-16 strut is not leaking, just making excessive noise",SU013FB ,OR,SU013FB ,7/27/2021,7/16/2021,MERCEDES-BENZ,51396,E 63 AMG-S,2014,Stabilizer Bar Link(s)                                      
C000016953      ,A03 ,11/29/2021 0:00,539.6,706.56,0,0,0,0,"$1,246.16 ",OR,11/29/2021 0:00,"CEL thermostat is faulty and not opening Tech found codes p012800: ""The coolant temperature is below the coolant thermostat specified temperature""  
front cross struts are making noise ball joints are worn
8/24- left strut mount is very noisy 9-16 strut is not leaking, just making excessive noise",SUEX02A ,OR,SUEX02A ,7/27/2021,7/16/2021,MERCEDES-BENZ,51396,E 63 AMG-S,2014,Strut Mount(s)                                              
C000017152      ,A01 ,8/31/2021 0:00,1060.46,1303.4,0,0,-50,0,"$2,313.86 ",OR,8/31/2021 0:00,"Tech suspects collapsed lifters and will need replacing
8/12 found bent pushrod upon teardown",EN001F  ,OR,EN001F  ,8/4/2021,7/27/2021,CHEVROLET,77868,TAHOE K1500 LTZ,2015,Internal Lubricated Component(s)                            
C000017152      ,A01 ,9/7/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/7/2021 0:00,"Tech suspects collapsed lifters and will need replacing
8/12 found bent pushrod upon teardown",EN001F  ,OR,EN001F  ,8/4/2021,7/27/2021,CHEVROLET,77868,TAHOE K1500 LTZ,2015,Internal Lubricated Component(s)                            
C000022456      ,A01 ,4/29/2022 0:00,106.18,798,0,0,-100,8.28,$812.46 ,AZ,4/29/2022 0:00,"Tech verified concerns present code p035549 p030585 p030085 misifire cylinder 5 pin point test to replace spark plug and coil swapped to cylinder 4 and followed 
during inspection found the front cover leak to a drip 
Jpereyra@penskeautomotive.com",EL046   ,OR,EL046   ,4/7/2022,3/28/2022,MERCEDES-BENZ,91066,ML 350 4MATIC,2014,Ignition Coil(s)/Coil Pack                                  
C000022456      ,A02 ,4/29/2022 0:00,190.9,630,0,0,0,14.89,$835.79 ,AZ,4/29/2022 0:00,"Tech verified concerns present code p035549 p030585 p030085 misifire cylinder 5 pin point test to replace spark plug and coil swapped to cylinder 4 and followed 
during inspection found the front cover leak to a drip 
Jpereyra@penskeautomotive.com",ENSG    ,OR,ENSG    ,4/7/2022,3/28/2022,MERCEDES-BENZ,91066,ML 350 4MATIC,2014,S&G - Misc Engine Seals & Gaskets                           
I000012680      ,A01 ,6/18/2021 0:00,265.2,614.4,0,0,-150,0,$729.60 ,OR,6/18/2021 0:00,BOTH CYLINDER HEAD COVER GASKETS ARE LEAKING,ENSG08  ,OR,ENSG08  ,11/17/2020,11/17/2020,MERCEDES-BENZ,88554,C 300 4MATIC,2013,S&G - Valve Cover Gasket(s)                                 
C000017369      ,A02 ,9/1/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/1/2021 0:00,"Tech performed a battery test and aux battery failed and will need to be replaced
Tech tested the command control unit and found the cd player is what is making the clicking noise and not responding at all, no external damage found. will need to be replaced",ELEX    ,OR,ELEX    ,8/17/2021,8/17/2021,MERCEDES-BENZ,42803,S 550,2016,X-Misc Non-Excluded Electrical Components                   
C000017369      ,A01 ,11/5/2021 0:00,0,0,0,0,-50,0,($50.00),OR,11/5/2021 0:00,"Tech performed a battery test and aux battery failed and will need to be replaced
Tech tested the command control unit and found the cd player is what is making the clicking noise and not responding at all, no external damage found. will need to be replaced",ELEX37  ,OR,ELEX37  ,8/17/2021,8/17/2021,MERCEDES-BENZ,42803,S 550,2016,Battery                                                     
C000017369      ,A02 ,11/5/2021 0:00,0,368.64,0,0,0,0,$368.64 ,OR,11/5/2021 0:00,"Tech performed a battery test and aux battery failed and will need to be replaced
Tech tested the command control unit and found the cd player is what is making the clicking noise and not responding at all, no external damage found. will need to be replaced",ELEX    ,OR,ELEX    ,8/17/2021,8/17/2021,MERCEDES-BENZ,42803,S 550,2016,X-Misc Non-Excluded Electrical Components                   
C000017369      ,A02 ,11/12/2021 0:00,2750,0,0,0,0,0,"$2,750.00 ",FL,11/12/2021 0:00,"Tech performed a battery test and aux battery failed and will need to be replaced
Tech tested the command control unit and found the cd player is what is making the clicking noise and not responding at all, no external damage found. will need to be replaced",ELEX    ,OR,ELEX    ,8/17/2021,8/17/2021,MERCEDES-BENZ,42803,S 550,2016,X-Misc Non-Excluded Electrical Components                   
C000020782      ,A01 ,2/7/2022 0:00,58.5,611.8,0,320,-50,0,$940.30 ,OR,2/7/2022 0:00,Tech verified concern the oil leak is coming from the valve cover gaskets on both sides,ENSG08  ,OR,ENSG08  ,2/3/2022,1/14/2022,MERCEDES-BENZ,61147,C 63 AMG,2014,S&G - Valve Cover Gasket(s)                                 
C000019460      ,A01 ,2/10/2022 0:00,591,1143.1,0,0,0,0,"$1,734.10 ",OR,2/10/2022 0:00,"both engine mounts material has worn down
also found failure of transmission mount material",EN011   ,OR,EN011   ,12/2/2021,11/24/2021,MERCEDES-BENZ,66170,GLS 450 4MATIC,2017,Engine Mount(s)                                             
C000019125      ,A01 ,11/29/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/29/2021 0:00,verified and found the a/c compressor has seized and a leaking a/c line,AC001   ,OR,AC001   ,11/16/2021,11/15/2021,MERCEDES-BENZ,103886,SPRINTER 2500/3500,2019,Compressor                                                  
C000019125      ,A01 ,12/6/2021 0:00,1578.1,1326,0,0,-100,123.09,"$2,927.19 ",AZ,12/6/2021 0:00,verified and found the a/c compressor has seized and a leaking a/c line,AC001   ,OR,AC001   ,11/16/2021,11/15/2021,MERCEDES-BENZ,103886,SPRINTER 2500/3500,2019,Compressor                                                  
C000018382      ,A01 ,10/13/2021 0:00,460.34,351.89,0,0,-100,68.23,$780.46 ,WA,10/13/2021 0:00,code 123511 in the system turbo wastegate failure,FUTC1   ,OR,FUTC1   ,10/11/2021,10/2/2021,BMW,100032,228 XI SULEV,2016,Turbocharger                                                
C000018680      ,A01 ,11/3/2021 0:00,79,273.7,0,0,0,0,$352.70 ,OR,11/3/2021 0:00,"Tech verified that latch wasn't closing properly.
no codes found
checked the power and ground all good there tech states it has failed internally and will need to be replaced",IEEX01T ,OR,IEEX01T ,10/26/2021,10/8/2021,MERCEDES-BENZ,44661,E 300 4MATIC,2017,Trunk/Tailgate/Hatch Latch                                  
C000016026      ,A01 ,7/27/2021 0:00,275.37,338.1,0,0,-150,0,$463.47 ,OR,7/27/2021 0:00,Tech verified leak from left front strut,SUEX01A ,OR,SUEX01A ,6/9/2021,6/9/2021,ACURA,38776,MDX TECHNOLOGY,2014,Strut(s)                                                    
C000015164      ,A01 ,6/16/2021 0:00,43.9,384,0,0,-50,0,$377.90 ,OR,6/16/2021 0:00,tech duplicated concern found a leaking fuel line between fuel rail and hpp.,FUEX02  ,OR,FUEX02  ,4/21/2021,4/19/2021,MERCEDES-BENZ,52538,GLC 300 4MATIC,2017,Emissions Components                                        
C000017122      ,A01 ,8/12/2021 0:00,172.27,328,0,0,-50,0,$450.27 ,OR,8/12/2021 0:00,evap leak possible. purge valve is sticking. smoke tested,FUEX    ,OR,FUEX    ,8/3/2021,7/31/2021,LAND ROVER,51643,RANGE ROVER SPORT HSE DYNAMIC,2017,X-Misc Non-Excluded Fuel Components                         
C000016783      ,A01 ,7/22/2021 0:00,39,387.5,0,0,-100,35.83,$362.33 ,WA,7/22/2021 0:00,valve cover leaking oil on exhaust manifolds,ENSG08  ,OR,ENSG08  ,7/19/2021,7/19/2021,MERCEDES-BENZ,70230,SL 500,2005,S&G - Valve Cover Gasket(s)                                 
C000018124      ,A01 ,10/5/2021 0:00,109.42,644.4,0,0,-100,0,$653.82 ,OR,10/5/2021 0:00,Tech verified concern both valve covers leaking to a drip,ENEX07  ,OR,ENEX07  ,9/29/2021,9/28/2021,MERCEDES-BENZ,70627,SL 500,2005,Valve Cover(s)                                              
I000015707      ,A01 ,5/25/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,5/25/2021 0:00,"malfunction in the torque converter and the torque converter lockup clutch valve fluid level and condition is good no leaks
TECHNITIAN HAS PERORMED AND ADDAPTAION AND THE ISSUE WAS STILL THERE 
THEN HE DISABLED THE TORQUE CONVERTER UING THE SDS AND WOBLLE AND HARD SHIFTING WAS GONE.
HE WAS FOLLOWING LI 27.20-P057339 & LI 27.10-P-057361",TR004   ,OR,TR004   ,5/20/2021,5/13/2021,MERCEDES-BENZ,85344,E 350 4MATIC,2015,Torque Converter                                            
I000015707      ,A01 ,6/11/2021 0:00,1944.85,1628.16,0,0,-50,0,"$3,523.01 ",OR,6/11/2021 0:00,"malfunction in the torque converter and the torque converter lockup clutch valve fluid level and condition is good no leaks
TECHNITIAN HAS PERORMED AND ADDAPTAION AND THE ISSUE WAS STILL THERE 
THEN HE DISABLED THE TORQUE CONVERTER UING THE SDS AND WOBLLE AND HARD SHIFTING WAS GONE.
HE WAS FOLLOWING LI 27.20-P057339 & LI 27.10-P-057361",TR004   ,OR,TR004   ,5/20/2021,5/13/2021,MERCEDES-BENZ,85344,E 350 4MATIC,2015,Torque Converter                                            
C000020457      ,A01 ,1/27/2022 0:00,501,485.3,0,0,-100,33.82,$920.12 ,TX,1/27/2022 0:00,"engine mounts worn and loose and trans mount
bad rear driveline flex disc",EN011   ,OR,EN011   ,1/19/2022,1/14/2022,MERCEDES-BENZ,54209,C 250,2013,Engine Mount(s)                                             
C000020457      ,A02 ,1/27/2022 0:00,210,696.3,0,0,0,14.18,$920.48 ,TX,1/27/2022 0:00,"engine mounts worn and loose and trans mount
bad rear driveline flex disc",DA004F  ,OR,DA004F  ,1/19/2022,1/14/2022,MERCEDES-BENZ,54209,C 250,2013,Universal Joint(s)                                          
C000019185      ,A01 ,11/29/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,11/29/2021 0:00,"tech found oil cooler leaking
found on inspection lower control arm Carrier Bushings are cracked and worn",ENEX02  ,OR,ENEX02  ,11/17/2021,11/15/2021,MERCEDES-BENZ,70388,ML 350 BLUETEC,2013,Engine Oil Cooler                                           
C000020035      ,A01 ,1/17/2022 0:00,321.8,506.4,0,0,-50,21.71,$799.91 ,TX,1/17/2022 0:00,Tech verified the fuel inlet and outlet is leaking disel fluid and needs replace,FUEX    ,OR,FUEX    ,1/3/2022,1/3/2022,MERCEDES-BENZ,71012,ML 350 BLUETEC,2013,X-Misc Non-Excluded Fuel Components                         
C000020624      ,A01 ,2/4/2022 0:00,158,590.8,0,0,-50,10.67,$709.47 ,TX,2/4/2022 0:00,1 oil filter housing found to be leaking,ENSG    ,OR,ENSG    ,1/26/2022,1/24/2022,MERCEDES-BENZ,71217,ML 350 BLUETEC,2013,S&G - Misc Engine Seals & Gaskets                           
C000018468      ,A01 ,11/24/2021 0:00,790.57,676.2,0,0,-50,0,"$1,416.77 ",OR,11/24/2021 0:00,"a/c condenser is bad, leaking from inlet at bottom of condenser, found via dye in refridgerant",AC003   ,OR,AC003   ,10/14/2021,9/27/2021,MERCEDES-BENZ,50752,CLS 550 4MATIC,2013,Condensor                                                   
C000013740      ,A01 ,6/18/2021 0:00,228.5,199.68,0,0,0,0,$428.18 ,OR,6/18/2021 0:00,Tech verified duplicate tech verified power going to to latch fault latch,EL021M  ,OR,EL021M  ,1/27/2021,1/26/2021,MERCEDES-BENZ,58383,GL 350 BLUETEC,2015,Power Door Lock Actuator(s)                                 
C000015560      ,A01 ,5/18/2021 0:00,360.95,1029.12,0,0,0,0,"$1,390.07 ",OR,5/18/2021 0:00,output shaft seal from t/case to drive shaft,TCSG02B ,OR,TCSG02B ,5/13/2021,5/11/2021,MERCEDES-BENZ,64406,GL 350 BLUETEC,2015,S&G - Output Shaft Seal(s)                                  
C000019010      ,A01 ,11/23/2021 0:00,85.5,193.2,0,0,0,0,$278.70 ,OR,11/23/2021 0:00,motor is failing and drive cable.,ELEX58  ,OR,ELEX58  ,11/10/2021,11/5/2021,MERCEDES-BENZ,69165,GL 350 BLUETEC,2015,Power Hatch Lift Motor                                      
C000019758      ,A01 ,12/21/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,12/21/2021 0:00,"Tech found the left rear strut is leaking
on inspection engine and transmission mounts have collapsed
12/22 RF called and added right rear strut to claim due to leaking",SUEX01A ,OR,SUEX01A ,12/15/2021,12/14/2021,MERCEDES-BENZ,62149,CL 63 AMG,2008,Strut(s)                                                    
C000019758      ,A01 ,2/2/2022 0:00,2232.5,1357.25,0,0,-100,212.09,"$3,701.84 ",CA,2/2/2022 0:00,"Tech found the left rear strut is leaking
on inspection engine and transmission mounts have collapsed
12/22 RF called and added right rear strut to claim due to leaking",SUEX01A ,OR,SUEX01A ,12/15/2021,12/14/2021,MERCEDES-BENZ,62149,CL 63 AMG,2008,Strut(s)                                                    
C000019758      ,A02 ,2/2/2022 0:00,418,1023.5,0,0,0,39.72,"$1,481.22 ",CA,2/2/2022 0:00,"Tech found the left rear strut is leaking
on inspection engine and transmission mounts have collapsed
12/22 RF called and added right rear strut to claim due to leaking",EN011   ,OR,EN011   ,12/15/2021,12/14/2021,MERCEDES-BENZ,62149,CL 63 AMG,2008,Engine Mount(s)                                             
C000016685      ,A01 ,7/26/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,7/26/2021 0:00,#NAME?,EL043   ,OR,EL043   ,7/13/2021,7/13/2021,MERCEDES-BENZ,91059,GL 450 4MATIC,2014,Camshaft Sensor(s)                                          
C000015217      ,A01 ,5/11/2021 0:00,367.5,689,0,0,-100,0,$956.50 ,OR,5/11/2021 0:00,"vacuum test for water pump failed, inter cooler test failed
codes present  p0171 lean, p056e-04 boost presser control, p2261-00 by pass flap p0299-fa p0299-fe boost pressure turbo to low.",CO007   ,OR,CO007   ,4/23/2021,4/19/2021,MERCEDES-BENZ,95583,ML 250 BLUETEC,2015,Water Pump                                                  
C000015217      ,A02 ,5/11/2021 0:00,715,364,0,0,0,0,"$1,079.00 ",OR,5/11/2021 0:00,"vacuum test for water pump failed, inter cooler test failed
codes present  p0171 lean, p056e-04 boost presser control, p2261-00 by pass flap p0299-fa p0299-fe boost pressure turbo to low.",FUTC2   ,OR,FUTC2   ,4/23/2021,4/19/2021,MERCEDES-BENZ,95583,ML 250 BLUETEC,2015,Turbocharger Intercooler                                    
C000020808      ,A01 ,2/15/2022 0:00,1630,434,0,0,-100,0,"$1,964.00 ",OR,2/15/2022 0:00,"scanned and found 205b22, 203d17 def fluid sensor has failed
2/4 when adblue tank removed, found that the plug connector for the pump, found that the adblue came up through the pump connector",FUEX02  ,OR,FUEX02  ,2/4/2022,2/3/2022,MERCEDES-BENZ,108693,ML 250 BLUETEC,2015,Emissions Components                                        
C000020808      ,A01 ,2/18/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/18/2022 0:00,"scanned and found 205b22, 203d17 def fluid sensor has failed
2/4 when adblue tank removed, found that the plug connector for the pump, found that the adblue came up through the pump connector",FUEX02  ,OR,FUEX02  ,2/4/2022,2/3/2022,MERCEDES-BENZ,108693,ML 250 BLUETEC,2015,Emissions Components                                        
C000021437      ,A01 ,3/28/2022 0:00,3118.88,1326.1,0,-768,-100,0,"$3,576.98 ",OR,3/28/2022 0:00,"test drove vehicle verified shudder, checked, full but fluid dark and burnt. did not notice metal in fluid.
under normal service intervals A/T fluid replace is not listed",TR001F  ,OR,TR001F  ,3/1/2022,3/1/2022,HYUNDAI,109244,SONATA HYBRID,2011,Internal Lubricated Component                               
C000016236      ,A01 ,6/24/2021 0:00,150.72,234,0,0,-100,0,$284.72 ,OR,6/24/2021 0:00,"p0128 
found in the system faulty thermostat",COEX01  ,OR,COEX01  ,6/17/2021,6/14/2021,CHEVROLET,28653,CAMARO SS,2016,Thermostat                                                  
C000015913      ,A01 ,6/25/2021 0:00,356,280.5,0,0,-50,0,$586.50 ,UT,6/25/2021 0:00,tested and found the switch is not sending a signal open in the switch,EL027B  ,OR,EL027B  ,6/2/2021,6/2/2021,MERCEDES-BENZ,33545,S 63 AMG,2015,Power Seat Switches                                         
C000017162      ,A01 ,10/12/2021 0:00,455,396,0,0,-100,0,$751.00 ,OR,10/12/2021 0:00,"Tech found the motor is still trying to open sunroof and push deflector when already open 
tech says sunroof motor has failed internally",IEEX    ,OR,IEEX    ,8/5/2021,7/20/2021,AUDI,33460,S8 PLUS QUATTRO,2016,X-Misc Non-Excluded Interior/Exterior Components            
C000017486      ,A01 ,8/30/2021 0:00,305.65,646.49,0,0,-100,0,$852.14 ,OR,8/30/2021 0:00,Tech found water pump is leaking from the seal and will need to be replaced,CO007   ,OR,CO007   ,8/20/2021,8/20/2021,AUDI,29588,A6 PRESTIGE,2016,Water Pump                                                  
C000018728      ,A01 ,2/3/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/3/2022 0:00,"Tech verified concerns ran codes related to low compression- oil level is okay no leaks noted codes written

CODES P030085, P030485 & P1CEF85 100 0100 ***1(90013)PERFORM QUICK TEST, CODES P030085, P030485 & P1CEF85 STORED. PERFORM TESTING PER SDS - TESTS INDICATE COMPRESSION PROBLEM
COMPRESSION TEST. #1 - 10.5bar, #2 - 11.5bar, #3 8.5bar, #4 - 11.5bar. PERFORM CYLINDER LEAKAGE TEST, #1-15%, #2-8%, #3-45%, #4-8%. SEEMS TO BE LEAKAGE BY VALVES ON #3 Exhaust Valves
1/19 performed teardown found that all valves are leaking at this time (determined via water test) Yes the valves are burnt causing the leakage.  Do we have an eta on when you guys will be out to inspect the cylinder head?",EN001F  ,OR,EN001F  ,10/28/2021,10/28/2021,MERCEDES-BENZ,98534,CLA 250,2014,Internal Lubricated Component(s)                            
